op	Tax
operon100_6834	Microbacterium_sp
operon100_6835	Microbacterium_sp
operon100_6836	Methylobacterium_sp
operon100_6837	Kitasatospora_setae
operon100_6838	Klebsiella_pneumoniae
operon100_6839	Jeotgalibacillus_sp
operon100_6840	Jonquetella_anthropi
operon100_6841	
operon100_6842	Micromonospora_aurantiaca
operon100_6843	Massilia_sp
operon100_6844	Melioribacter_roseus
operon100_6845	Mollicutes_bacterium
operon100_6846	Mycobacterium_tuberculosis
operon100_6847	Mycobacterium_tuberculosis
operon100_6848	Mesorhizobium_sp
operon100_6849	Micrococcus_luteus
operon100_6850	Marinobacter_sp
operon100_6851	Marinomonas_mediterranea
operon100_6852	Marinobacter_sp
operon100_6853	Listeria_monocytogenes
operon100_6854	Burkholderia_cepacia
operon100_6855	Burkholderia_pseudomallei
operon100_6856	Burkholderia_cenocepacia
operon100_6857	Burkholderia_oklahomensis
operon100_6858	Burkholderia_multivorans
operon100_6859	Burkholderia_pseudomallei
operon100_6860	Burkholderia_pseudomallei
operon100_6861	Burkholderia_pseudomallei
operon100_6862	Burkholderia_pseudomallei
operon100_6863	Burkholderia_pseudomallei
operon100_6864	Burkholderia_multivorans
operon100_6865	bacterium_JGI
operon100_6866	Bacillus_thuringiensis
operon100_6867	Bacillus_thuringiensis
operon100_6868	Bacillus_thuringiensis
operon100_6869	bacterium_JGI
operon100_6870	Bifidobacterium_asteroides
operon100_6871	Bacillus_weihenstephanensis
operon100_6872	Bacteroides_dorei
operon100_6873	bacterium_JGI
operon100_6874	Burkholderia_cenocepacia
operon100_6875	Legionella_oakridgensis
operon100_6876	Leptotrichia_sp
operon100_6877	Leptotrichia_sp
operon100_6878	Listeria_monocytogenes
operon100_6879	Listeria_monocytogenes
operon100_6880	Listeria_monocytogenes
operon100_6881	Listeria_monocytogenes
operon100_6882	Lutibacter_sp
operon100_6883	Listeria_monocytogenes
operon100_6884	Bordetella_pertussis
operon100_6885	Bifidobacterium_dentium
operon100_6886	Bifidobacterium_longum
operon100_6887	Bifidobacterium_longum
operon100_6888	Bilophila_wadsworthia
operon100_6889	Bradyrhizobium_oligotrophicum
operon100_6890	Burkholderia_cenocepacia
operon100_6891	Bordetella_bronchiseptica
operon100_6892	Bradyrhizobium_sp
operon100_6893	Klebsiella_pneumoniae
operon100_6894	Prochlorococcus_marinus
operon100_6895	Prevotella_fusca
operon100_6896	Prevotella_sp
operon100_6897	Peptoclostridium_difficile
operon100_6898	Porphyromonas_macacae
operon100_6899	Pseudomonas_sp
operon100_6900	Pseudomonas_stutzeri
operon100_6901	Pseudomonas_aeruginosa
operon100_6902	Porphyromonas_uenonis
operon100_6903	Prevotella_bivia
operon100_6904	Peptoclostridium_difficile
operon100_6905	Pseudoalteromonas_sp
operon100_6906	Proteus_mirabilis
operon100_6907	Pseudomonas_aeruginosa
operon100_6908	Proteus_mirabilis
operon100_6909	Pseudoalteromonas_sp
operon100_6910	Photorhabdus_luminescens
operon100_6911	Peptoclostridium_difficile
operon100_6912	Photobacterium_damselae
operon100_6913	Pseudoalteromonas_issachenkonii
operon100_6914	Propionibacterium_acidipropionici
operon100_6915	Pseudomonas_sp
operon100_6916	Pseudomonas_cichorii
operon100_6917	Pseudomonas_protegens
operon100_6918	Pseudomonas_aeruginosa
operon100_6919	Pseudomonas_aeruginosa
operon100_6920	Pseudomonas_aeruginosa
operon100_6921	Pseudomonas_fluorescens
operon100_6922	Neisseria_meningitidis
operon100_6923	Pseudomonas_denitrificans
operon100_6924	Pseudomonas_pseudoalcaligenes
operon100_6925	Pseudomonas_koreensis
operon100_6926	Pseudomonas_chlororaphis
operon100_6927	Rahnella_aquatilis
operon100_6928	Ralstonia_eutropha
operon100_6929	Pseudomonas_stutzeri
operon100_6930	Pseudomonas_putida
operon100_6931	Pseudomonas_putida
operon100_6932	Pseudomonas_synxantha
operon100_6933	Pseudomonas_syringae
operon100_6934	Pseudomonas_synxantha
operon100_6935	Propionibacterium_freudenreichii
operon100_6936	Geobacillus_thermodenitrificans
operon100_6937	Klebsiella_pneumoniae
operon100_6938	Geoalkalibacter_subterraneus
operon100_6939	Gordonia_amicalis
operon100_6940	Geobacillus_thermoleovorans
operon100_6941	Klebsiella_pneumoniae
operon100_6942	Klebsiella_pneumoniae
operon100_6943	Klebsiella_pneumoniae
operon100_6944	Klebsiella_pneumoniae
operon100_6945	Klebsiella_pneumoniae
operon100_6946	Gluconacetobacter_sp
operon100_6947	Gordonia_sp
operon100_6948	Fusobacterium_nucleatum
operon100_6949	Klebsiella_pneumoniae
operon100_6950	Klebsiella_pneumoniae
operon100_6951	Klebsiella_oxytoca
operon100_6952	Francisella_tularensis
operon100_6953	Fusobacterium_sp
operon100_6954	Flavobacterium_psychrophilum
operon100_6955	Fusobacterium_nucleatum
operon100_6956	Francisella_tularensis
operon100_6957	Klebsiella_variicola
operon100_6958	Klebsiella_pneumoniae
operon100_6959	Klebsiella_pneumoniae
operon100_6960	Klebsiella_pneumoniae
operon100_6961	Klebsiella_pneumoniae
operon100_6962	Propionibacterium_sp
operon100_6963	Propionibacterium_acnes
operon100_6964	Proteus_mirabilis
operon100_6965	Klebsiella_pneumoniae
operon100_6966	Proteus_mirabilis
operon100_6967	Klebsiella_pneumoniae
operon100_6968	Kluyvera_intermedia
operon100_6969	Labrenzia_sp
operon100_6970	Lactobacillus_casei
operon100_6971	Lactobacillus_casei
operon100_6972	Lactobacillus_delbrueckii
operon100_6973	Klebsiella_pneumoniae
operon100_6974	Klebsiella_pneumoniae
operon100_6975	Klebsiella_pneumoniae
operon100_6976	Klebsiella_pneumoniae
operon100_6977	Klebsiella_pneumoniae
operon100_6978	Burkholderia_pseudomallei
operon100_6979	Burkholderia_pseudomallei
operon100_6980	Burkholderia_anthina
operon100_6981	Burkholderia_pseudomallei
operon100_6982	Bacteroides_sp
operon100_6983	Bacteroides_uniformis
operon100_6984	Brevibacillus_brevis
operon100_6985	Burkholderia_pseudomallei
operon100_6986	Burkholderia_pseudomallei
operon100_6987	Brucella_abortus
operon100_6988	Bacillus_sp
operon100_6989	Bacillus_pseudofirmus
operon100_6990	Bacillus_sp
operon100_6991	Bacillus_pseudofirmus
operon100_6992	Bacillus_sp
operon100_6993	Burkholderia_cenocepacia
operon100_6994	Burkholderia_cenocepacia
operon100_6995	Burkholderia_cenocepacia
operon100_6996	Bacillus_simplex
operon100_6997	Bacillus_thuringiensis
operon100_6998	Bacteroides_fragilis
operon100_6999	Staphylococcus_aureus
operon100_7000	Staphylococcus_aureus
operon100_7001	Staphylococcus_aureus
operon100_7002	Staphylococcus_aureus
operon100_7003	Staphylococcus_aureus
operon100_7004	Staphylococcus_aureus
operon100_7005	Staphylococcus_aureus
operon100_7006	Staphylococcus_aureus
operon100_7007	Staphylococcus_aureus
operon100_7008	Bordetella_hinzii
operon100_7009	Bordetella_holmesii
operon100_7010	Bibersteinia_trehalosi
operon100_7011	Bacillus_thuringiensis
operon100_7012	Bacillus_thuringiensis
operon100_7013	Weissella_ceti
operon100_7014	Staphylococcus_aureus
operon100_7015	Bilophila_wadsworthia
operon100_7016	Bifidobacterium_bifidum
operon100_7017	Bacillus_infantis
operon100_7018	Citrobacter_freundii
operon100_7019	Celeribacter_marinus
operon100_7020	Citrobacter_freundii
operon100_7021	Clostridium_botulinum
operon100_7022	Clostridium_botulinum
operon100_7023	Campylobacter_jejuni
operon100_7024	Campylobacter_jejuni
operon100_7025	Candidatus_Accumulibacter
operon100_7026	Clostridium_botulinum
operon100_7027	Campylobacter_coli
operon100_7028	Chlorobi_bacterium
operon100_7029	Burkholderia_thailandensis
operon100_7030	Burkholderia_sp
operon100_7031	Chlamydia_pecorum
operon100_7032	Citrobacter_freundii
operon100_7033	Cellulophaga_algicola
operon100_7034	Chryseobacterium_kwangjuense
operon100_7035	Chlamydia_psittaci
operon100_7036	Candidatus_Carsonella
operon100_7037	Bacillus_thuringiensis
operon100_7038	Bacillus_thuringiensis
operon100_7039	Bacillus_thuringiensis
operon100_7040	Bacillus_thuringiensis
operon100_7041	Bacillus_megaterium
operon100_7042	Bacillus_infantis
operon100_7043	Bacillus_mycoides
operon100_7044	Bacillus_mycoides
operon100_7045	Bacillus_thuringiensis
operon100_7046	Candidatus_Nasuia
operon100_7047	Candidatus_Phytoplasma
operon100_7048	Candidatus_Sulfuricurvum
operon100_7049	Candidatus_Tremblaya
operon100_7050	Cedecea_neteri
operon100_7051	Bacillus_subtilis
operon100_7052	Bacillus_subtilis
operon100_7053	Bacillus_subtilis
operon100_7054	Staphylococcus_aureus
operon100_7055	Shigella_sonnei
operon100_7056	Sideroxydans_lithotrophicus
operon100_7057	Serratia_proteamaculans
operon100_7058	Rhodospirillum_centenum
operon100_7059	Roseburia_hominis
operon100_7060	Sphingobacterium_spiritivorum
operon100_7061	Shigella_sonnei
operon100_7062	Shigella_sonnei
operon100_7063	Shigella_sonnei
operon100_7064	Roseovarius_indicus
operon100_7065	Rhodocyclaceae_bacterium
operon100_7066	Rhodobacteraceae_bacterium
operon100_7067	Rhodobacter_capsulatus
operon100_7068	Serratia_marcescens
operon100_7069	Salinicoccus_halodurans
operon100_7070	Ruminococcus_callidus
operon100_7071	Rhodopseudomonas_palustris
operon100_7072	Rhizobium_phaseoli
operon100_7073	Rhizobium_sp
operon100_7074	Sphingobium_sp
operon100_7075	Shewanella_sp
operon100_7076	Teredinibacter_turnerae
operon100_7077	Shewanella_sediminis
operon100_7078	Shewanella_violacea
operon100_7079	Shewanella_sp
operon100_7080	Sunxiuqinia_dokdonensis
operon100_7081	Thauera_sp
operon100_7082	Sulfurimonas_autotrophica
operon100_7083	Terriglobus_saanensis
operon100_7084	Symbiont_bacterium
operon100_7085	Shewanella_sp
operon100_7086	Shigella_flexneri
operon100_7087	Shewanella_pealeana
operon100_7088	Solibacillus_silvestris
operon100_7089	Sphaerochaeta_globosa
operon100_7090	Sodalis_praecaptivus
operon100_7091	Serratia_sp
operon100_7092	Shewanella_piezotolerans
operon100_7093	Serratia_sp
operon100_7094	Shewanella_pealeana
operon100_7095	Shewanella_baltica
operon100_7096	Serratia_marcescens
operon100_7097	Staphylococcus_aureus
operon100_7098	Staphylococcus_aureus
operon100_7099	Staphylococcus_aureus
operon100_7100	Staphylococcus_aureus
operon100_7101	Staphylococcus_aureus
operon100_7102	Staphylococcus_aureus
operon100_7103	Staphylococcus_epidermidis
operon100_7104	Staphylococcus_aureus
operon100_7105	Staphylococcus_epidermidis
operon100_7106	Sphingomonas_sp
operon100_7107	Staphylococcus_aureus
operon100_7108	Sphingobium_yanoikuyae
operon100_7109	Spiribacter_sp
operon100_7110	Staphylococcus_aureus
operon100_7111	Staphylococcus_aureus
operon100_7112	Staphylococcus_aureus
operon100_7113	Staphylococcus_aureus
operon100_7114	Staphylococcus_aureus
operon100_7115	Salmonella_enterica
operon100_7116	Salmonella_enterica
operon100_7117	Selenomonas_sp
operon100_7118	Staphylococcus_aureus
operon100_7119	Selenomonas_ruminantium
operon100_7120	Serratia_proteamaculans
operon100_7121	Serratia_nematodiphila
operon100_7122	Serratia_plymuthica
operon100_7123	Salmonella_enterica
operon100_7124	Serratia_liquefaciens
operon100_7125	Staphylococcus_aureus
operon100_7126	Staphylococcus_aureus
operon100_7127	Staphylococcus_aureus
operon100_7128	Staphylococcus_aureus
operon100_7129	Staphylococcus_aureus
operon100_7130	Staphylococcus_aureus
operon100_7131	Staphylococcus_aureus
operon100_7132	Staphylococcus_aureus
operon100_7133	Staphylococcus_aureus
operon100_7134	Staphylococcus_aureus
operon100_7135	Enterococcus_mundtii
operon100_7136	Erwinia_sp
operon100_7137	Escherichia_albertii
operon100_7138	Escherichia_coli
operon100_7139	Escherichia_coli
operon100_7140	Amycolatopsis_japonica
operon100_7141	Alteromonas_macleodii
operon100_7142	Amycolatopsis_mediterranei
operon100_7143	Ralstonia_pickettii
operon100_7144	Escherichia_coli
operon100_7145	Escherichia_coli
operon100_7146	Escherichia_coli
operon100_7147	Escherichia_coli
operon100_7148	Escherichia_coli
operon100_7149	Enterococcus_faecalis
operon100_7150	Enterococcus_faecalis
operon100_7151	Enterococcus_faecium
operon100_7152	Alkaliphilus_metalliredigens
operon100_7153	Alicyclobacillus_hesperidum
operon100_7154	Alkaliphilus_metalliredigens
operon100_7155	Aeromonas_salmonicida
operon100_7156	Agrobacterium_tumefaciens
operon100_7157	Bacillus_cereus
operon100_7158	Bacillus_cereus
operon100_7159	Azospirillum_brasilense
operon100_7160	Agrobacterium_tumefaciens
operon100_7161	Alcanivorax_sp
operon100_7162	Aeromonas_hydrophila
operon100_7163	Arthrobacter_sp
operon100_7164	Arthrobacter_sp
operon100_7165	Azoarcus_sp
operon100_7166	Arcanobacterium_haemolyticum
operon100_7167	Arthrobacter_sp
operon100_7168	Arthrobacter_sp
operon100_7169	Alpha_proteobacterium
operon100_7170	Escherichia_coli
operon100_7171	Enterobacter_sp
operon100_7172	Enterobacter_sp
operon100_7173	Enterobacter_sp
operon100_7174	Escherichia_coli
operon100_7175	Escherichia_coli
operon100_7176	Enterococcus_faecalis
operon100_7177	Enterococcus_faecalis
operon100_7178	Enterobacter_sp
operon100_7179	Enterobacter_cloacae
operon100_7180	Enterobacter_cloacae
operon100_7181	Escherichia_coli
operon100_7182	Escherichia_coli
operon100_7183	Escherichia_coli
operon100_7184	Eubacterium_cellulosolvens
operon100_7185	Escherichia_coli
operon100_7186	Escherichia_coli
operon100_7187	Escherichia_coli
operon100_7188	Enterococcus_faecalis
operon100_7189	Escherichia_coli
operon100_7190	Enterobacter_cloacae
operon100_7191	Enterobacter_cloacae
operon100_7192	Escherichia_coli
operon100_7193	Escherichia_coli
operon100_7194	Enterobacter_cloacae
operon100_7195	Enterobacter_asburiae
operon100_7196	Enterobacter_asburiae
operon100_7197	Enterobacter_cloacae
operon100_7198	Enterococcus_casseliflavus
operon100_7199	Enterobacter_asburiae
operon100_7200	Enterobacter_cloacae
operon100_7201	Endosymbiont_of
operon100_7202	Endozoicomonas_elysicola
operon100_7203	Elizabethkingia_genomosp
operon100_7204	Bacillus_cereus
operon100_7205	Acinetobacter_baumannii
operon100_7206	Acidovorax_sp
operon100_7207	Acinetobacter_baumannii
operon100_7208	Acinetobacter_baumannii
operon100_7209	Acinetobacter_baumannii
operon100_7210	Acinetobacter_baumannii
operon100_7211	Acinetobacter_baumannii
operon100_7212	Acinetobacter_baumannii
operon100_7213	Acinetobacter_baumannii
operon100_7214	Acinetobacter_baumannii
operon100_7215	Actinomyces_johnsonii
operon100_7216	Acinetobacter_baumannii
operon100_7217	Acinetobacter_baumannii
operon100_7218	Acinetobacter_baumannii
operon100_7219	Acinetobacter_lwoffii
operon100_7220	Actinoplanes_sp
operon100_7221	Actinomyces_graevenitzii
operon100_7222	Aeromonas_hydrophila
operon100_7223	Acinetobacter_sp
operon100_7224	Acinetobacter_baumannii
operon100_7225	Burkholderia_pseudomallei
operon100_7226	Burkholderia_pseudomallei
operon100_7227	Burkholderia_pseudomallei
operon100_7228	Burkholderia_xenovorans
operon100_7229	Burkholderia_ubonensis
operon100_7230	Burkholderia_ubonensis
operon100_7231	Burkholderia_sp
operon100_7232	Burkholderia_pseudomallei
operon100_7233	Burkholderia_pseudomallei
operon100_7234	Burkholderia_ubonensis
operon100_7235	Burkholderia_ubonensis
operon100_7236	Burkholderia_ubonensis
operon100_7237	Acinetobacter_baumannii
operon100_7238	Burkholderia_ubonensis
operon100_7239	Burkholderia_xenovorans
operon100_7240	Caldicellulosiruptor_kronotskyensis
operon100_7241	Burkholderia_ubonensis
operon100_7242	Burkholderia_ubonensis
operon100_7243	Achromobacter_xylosoxidans
operon100_7244	Bacillus_anthracis
operon100_7245	Bacillus_anthracis
operon100_7246	Azospirillum_sp
operon100_7247	Azospirillum_brasilense
operon100_7248	Bacillus_anthracis
operon100_7249	Yersinia_pestis
operon100_7250	Bacillus_anthracis
operon100_7251	Bacillus_anthracis
operon100_7252	Bacillus_anthracis
operon100_7253	Bacillus_amyloliquefaciens
operon100_7254	Bacillus_coagulans
operon100_7255	Bacillus_coagulans
operon100_7256	Bacillus_cereus
operon100_7257	Bacillus_atrophaeus
operon100_7258	Bacillus_cereus
operon100_7259	Bacillus_atrophaeus
operon100_7260	Bacillus_amyloliquefaciens
operon100_7261	Bacillus_clausii
operon100_7262	Bacillus_cereus
operon100_7263	Weissella_koreensis
operon100_7264	Weissella_cibaria
operon100_7265	Xanthomonas_arboricola
operon100_7266	Xylella_fastidiosa
operon100_7267	Yersinia_aleksiciae
operon100_7268	Yersinia_enterocolitica
operon100_7269	Yersinia_enterocolitica
operon100_7270	Yersinia_enterocolitica
operon100_7271	Xanthomonas_axonopodis
operon100_7272	Yersinia_pestis
operon100_7273	Acetobacter_malorum
operon100_7274	Yersinia_pestis
operon100_7275	Yersinia_pestis
operon100_7276	Yersinia_pestis
operon100_7277	Yersinia_pestis
operon100_7278	Yersinia_intermedia
operon100_7279	Yersinia_pestis
operon100_7280	Acetohalobium_arabaticum
operon100_7281	Yersinia_pestis
operon100_7282	Leuconostoc_sp
operon100_7283	Legionella_pneumophila
operon100_7284	Leuconostoc_sp
operon100_7285	Lactobacillus_plantarum
operon100_7286	Lactobacillus_salivarius
operon100_7287	Mycobacterium_tuberculosis
operon100_7288	Mycobacterium_tuberculosis
operon100_7289	Marinobacter_similis
operon100_7290	Lactobacillus_sanfranciscensis
operon100_7291	Lactobacillus_paracasei
operon100_7292	Macrococcus_caseolyticus
operon100_7293	Lysinibacillus_sphaericus
operon100_7294	Marinitoga_piezophila
operon100_7295	Lysinibacillus_sphaericus
operon100_7296	Mannheimia_haemolytica
operon100_7297	Lactobacillus_rhamnosus
operon100_7298	Lactobacillus_plantarum
operon100_7299	Lactobacillus_reuteri
operon100_7300	Lysobacter_sp
operon100_7301	Listeria_ivanovii
operon100_7302	Mycobacterium_tuberculosis
operon100_7303	Morganella_morganii
operon100_7304	Mycobacterium_goodii
operon100_7305	Mesorhizobium_sp
operon100_7306	Methylobacterium_sp
operon100_7307	Mesorhizobium_sp
operon100_7308	Mycobacterium_cosmeticum
operon100_7309	Saccharomonospora_viridis
operon100_7310	Mycobacterium_sp
operon100_7311	Mycobacterium_europaeum
operon100_7312	Microbacterium_hominis
operon100_7313	Mycobacterium_tuberculosis
operon100_7314	Mycoplasma_dispar
operon100_7315	Mycobacterium_tuberculosis
operon100_7316	Mycobacterium_tuberculosis
operon100_7317	Mycobacterium_tuberculosis
operon100_7318	Mycobacterium_tuberculosis
operon100_7319	Methylophilus_sp
operon100_7320	Mycobacterium_tuberculosis
operon100_7321	Mycobacterium_tuberculosis
operon100_7322	Listeria_monocytogenes
operon100_7323	Neisseria_meningitidis
operon100_7324	Paenibacillus_peoriae
operon100_7325	Neisseria_meningitidis
operon100_7326	Neisseria_meningitidis
operon100_7327	Neisseria_meningitidis
operon100_7328	Pantoea_sp
operon100_7329	Parabacteroides_goldsteinii
operon100_7330	Pasteurella_multocida
operon100_7331	Pasteurella_multocida
operon100_7332	Neisseria_meningitidis
operon100_7333	Neisseria_meningitidis
operon100_7334	Neisseria_gonorrhoeae
operon100_7335	Paenibacillus_borealis
operon100_7336	Paenibacillus_durus
operon100_7337	Oleispira_antarctica
operon100_7338	Neisseria_gonorrhoeae
operon100_7339	Neisseria_meningitidis
operon100_7340	Myroides_sp
operon100_7341	Neisseria_meningitidis
operon100_7342	Pandoraea_sp
operon100_7343	Paenibacillus_stellifer
operon100_7344	Pantoea_agglomerans
operon100_7345	Paenibacillus_sp
operon100_7346	Pandoraea_sputorum
operon100_7347	Listeria_monocytogenes
operon100_7348	Listeria_monocytogenes
operon100_7349	Listeria_monocytogenes
operon100_7350	Paenibacillus_polymyxa
operon100_7351	Pectobacterium_carotovorum
operon100_7352	Pectobacterium_carotovorum
operon100_7353	Peptoclostridium_difficile
operon100_7354	Photobacterium_damselae
operon100_7355	Paenibacillus_polymyxa
operon100_7356	Paenibacillus_polymyxa
operon100_7357	Paenibacillus_sp
operon100_7358	Pantoea_agglomerans
operon100_7359	Paenibacillus_sp
operon100_7360	Salinisphaera_shabanensis
operon100_7361	Pragia_fontium
operon100_7362	Porphyromonas_gingivalis
operon100_7363	Porphyromonas_gulae
operon100_7364	Pseudomonas_aeruginosa
operon100_7365	Proteus_mirabilis
operon100_7366	Propionibacterium_acnes
operon100_7367	Propionibacterium_freudenreichii
operon100_7368	Prevotella_fusca
operon100_7369	Ponticoccus_sp
operon100_7370	Porphyromonas_gingivalis
operon100_7371	Pseudomonas_aeruginosa
operon100_7372	Pseudoalteromonas_phenolica
operon100_7373	Proteus_mirabilis
operon100_7374	Pseudoalteromonas_sp
operon100_7375	Shewanella_baltica
operon100_7376	Pseudoalteromonas_rubra
operon100_7377	Pseudomonas_aeruginosa
operon100_7378	Pseudomonas_aeruginosa
operon100_7379	Pseudanabaena_sp
operon100_7380	Pseudobacteroides_cellulosolvens
operon100_7381	Propionibacterium_acidipropionici
operon100_7382	Pseudomonas_denitrificans
operon100_7383	Pseudomonas_aeruginosa
operon100_7384	Pseudomonas_sp
operon100_7385	Pseudomonas_sp
operon100_7386	Pseudomonas_putida
operon100_7387	Pseudomonas_aeruginosa
operon100_7388	Pseudomonas_aeruginosa
operon100_7389	Pseudomonas_aeruginosa
operon100_7390	Pseudomonas_aeruginosa
operon100_7391	Pseudomonas_aeruginosa
operon100_7392	Pseudomonas_syringae
operon100_7393	Pseudomonas_putida
operon100_7394	Pseudomonas_putida
operon100_7395	Prochlorococcus_marinus
operon100_7396	Pseudomonas_putida
operon100_7397	Pseudomonas_sp
operon100_7398	Pseudomonas_fluorescens
operon100_7399	Pseudomonas_parafulva
operon100_7400	Pseudomonas_fluorescens
operon100_7401	Shewanella_baltica
operon100_7402	Ralstonia_eutropha
operon100_7403	Pseudonocardia_sp
operon100_7404	Raoultella_ornithinolytica
operon100_7405	Ralstonia_pickettii
operon100_7406	Rhodanobacter_denitrificans
operon100_7407	Rhodococcus_sp
operon100_7408	Rhodopseudomonas_palustris
operon100_7409	Rothia_mucilaginosa
operon100_7410	Rubidibacter_lacunae
operon100_7411	Raoultella_ornithinolytica
operon100_7412	Salinispira_pacifica
operon100_7413	Salmonella_enterica
operon100_7414	Rummeliibacillus_stabekisii
operon100_7415	Saccharomonospora_azurea
operon100_7416	Salmonella_enterica
operon100_7417	Ruegeria_mobilis
operon100_7418	Salmonella_bongori
operon100_7419	Salmonella_enterica
operon100_7420	Salmonella_enterica
operon100_7421	Salmonella_enterica
operon100_7422	Serratia_nematodiphila
operon100_7423	Salmonella_enterica
operon100_7424	Serratia_plymuthica
operon100_7425	Shigella_boydii
operon100_7426	Serratia_nematodiphila
operon100_7427	Shewanella_putrefaciens
operon100_7428	Shewanella_baltica
operon100_7429	Shewanella_loihica
operon100_7430	Salmonella_enterica
operon100_7431	Shewanella_baltica
operon100_7432	Sinomonas_atrocyanea
operon100_7433	Shigella_flexneri
operon100_7434	Shigella_flexneri
operon100_7435	Shigella_flexneri
operon100_7436	Shigella_sonnei
operon100_7437	Shigella_sonnei
operon100_7438	Sphaerobacter_thermophilus
operon100_7439	Singulisphaera_acidiphila
operon100_7440	Sphingomonas_sp
operon100_7441	Shimwellia_blattae
operon100_7442	Staphylococcus_epidermidis
operon100_7443	Staphylococcus_epidermidis
operon100_7444	Staphylococcus_haemolyticus
operon100_7445	Staphylococcus_lugdunensis
operon100_7446	Staphylococcus_lugdunensis
operon100_7447	Staphylococcus_aureus
operon100_7448	Staphylococcus_aureus
operon100_7449	Staphylococcus_aureus
operon100_7450	Staphylococcus_aureus
operon100_7451	Staphylococcus_aureus
operon100_7452	Staphylococcus_epidermidis
operon100_7453	Staphylococcus_aureus
operon100_7454	Staphylococcus_aureus
operon100_7455	Staphylococcus_aureus
operon100_7456	Staphylococcus_aureus
operon100_7457	Staphylococcus_aureus
operon100_7458	Staphylococcus_aureus
operon100_7459	Staphylococcus_aureus
operon100_7460	Staphylococcus_aureus
operon100_7461	Staphylococcus_aureus
operon100_7462	Yersinia_enterocolitica
operon100_7463	Yersinia_aldovae
operon100_7464	Yersinia_enterocolitica
operon100_7465	Yersinia_enterocolitica
operon100_7466	Vibrio_cholerae
operon100_7467	Vibrio_cholerae
operon100_7468	Vibrio_cholerae
operon100_7469	Yersinia_enterocolitica
operon100_7470	Vibrio_vulnificus
operon100_7471	Vibrio_vulnificus
operon100_7472	Staphylococcus_aureus
operon100_7473	Staphylococcus_aureus
operon100_7474	Staphylococcus_aureus
operon100_7475	Staphylococcus_aureus
operon100_7476	Staphylococcus_aureus
operon100_7477	Vibrio_vulnificus
operon100_7478	Vibrio_vulnificus
operon100_7479	Weissella_ceti
operon100_7480	Staphylococcus_aureus
operon100_7481	Weissella_ceti
operon100_7482	Staphylococcus_aureus
operon100_7483	Streptococcus_pneumoniae
operon100_7484	Streptococcus_pneumoniae
operon100_7485	Streptococcus_pneumoniae
operon100_7486	Streptococcus_pneumoniae
operon100_7487	Streptococcus_pneumoniae
operon100_7488	Streptococcus_pneumoniae
operon100_7489	Streptococcus_pneumoniae
operon100_7490	Streptococcus_pneumoniae
operon100_7491	Streptococcus_pneumoniae
operon100_7492	Streptococcus_pneumoniae
operon100_7493	Streptococcus_pneumoniae
operon100_7494	Streptococcus_pneumoniae
operon100_7495	Streptococcus_pneumoniae
operon100_7496	Streptococcus_pneumoniae
operon100_7497	Streptococcus_agalactiae
operon100_7498	Streptococcus_pneumoniae
operon100_7499	Streptococcus_pneumoniae
operon100_7500	Streptococcus_pneumoniae
operon100_7501	Streptococcus_pneumoniae
operon100_7502	Streptococcus_pneumoniae
operon100_7503	Streptococcus_pneumoniae
operon100_7504	Staphylococcus_aureus
operon100_7505	Staphylococcus_aureus
operon100_7506	Staphylococcus_aureus
operon100_7507	Staphylococcus_aureus
operon100_7508	Staphylococcus_aureus
operon100_7509	Spirochaeta_thermophila
operon100_7510	Staphylococcus_aureus
operon100_7511	Staphylococcus_aureus
operon100_7512	Staphylococcus_aureus
operon100_7513	Staphylococcus_aureus
operon100_7514	Streptococcus_pneumoniae
operon100_7515	Streptococcus_pneumoniae
operon100_7516	Streptococcus_pneumoniae
operon100_7517	Staphylococcus_aureus
operon100_7518	Staphylococcus_aureus
operon100_7519	Staphylococcus_aureus
operon100_7520	Vibrio_cholerae
operon100_7521	Thermosipho_africanus
operon100_7522	Thermovirga_lienii
operon100_7523	Thioalkalimicrobium_cyclicum
operon100_7524	Thiothrix_nivea
operon100_7525	Treponema_pallidum
operon100_7526	Verrucosispora_maris
operon100_7527	
operon100_7528	Vibrio_cholerae
operon100_7529	Treponema_pallidum
operon100_7530	Vibrio_cholerae
operon100_7531	Streptomyces_albus
operon100_7532	Streptococcus_pneumoniae
operon100_7533	Streptococcus_pneumoniae
operon100_7534	Streptococcus_pneumoniae
operon100_7535	Streptococcus_pneumoniae
operon100_7536	Streptococcus_pneumoniae
operon100_7537	Streptococcus_pneumoniae
operon100_7538	Verminephrobacter_eiseniae
operon100_7539	Oceanimonas_sp
operon100_7540	Neisseria_meningitidis
operon100_7541	Nostoc_sp
operon100_7542	Synechococcus_sp
operon100_7543	Sphingopyxis_sp
operon100_7544	Paenibacillus_larvae
operon100_7545	Paenibacillus_odorifer
operon100_7546	Oenococcus_oeni
operon100_7547	Neisseria_meningitidis
operon100_7548	Neisseria_meningitidis
operon100_7549	Synechococcus_sp
operon100_7550	Streptomyces_sp
operon100_7551	Streptomyces_fulvissimus
operon100_7552	Sulfurovum_sp
operon100_7553	Thermosipho_africanus
operon100_7554	Sulfurimonas_autotrophica
operon100_7555	Thermobifida_fusca
operon100_7556	Tatumella_morbirosei
operon100_7557	Thermoanaerobacter_sp
operon100_7558	Streptomyces_pristinaespiralis
operon100_7559	Acidobacteria_bacterium
